ERROR_CODE,MODEL_NAME,PAIR_REPAIRING,MATERIAL_REPAIR_SAME_TIME,COUNT,PROBABILITY
4I02,DGE10,組合,LCD PANEL__MB,1,1.0
4I03,DGE10,單一,MB,2,1.0
4I04,DGE10,單一,MB,17,0.9444444444444444
4I04,DGE10,單一,HDD,1,0.05555555555555555
4I04,DGE10,組合,HDD__MB,1,1.0
4I05,DGE10,單一,MB,1,1.0
4I06,DGE10,單一,MB,1,1.0
4I07,DGE10,單一,MB,9,0.9
4I07,DGE10,單一,EDP CABLE,1,0.1
4I07,DGE10,組合,EDP CABLE__MB,1,1.0
4I08,DGE10,單一,MB,1,1.0
4I09,DGE10,單一,MB,17,0.8947368421052632
4I09,DGE10,單一,HDD,1,0.05263157894736842
4I09,DGE10,單一,CAMERA,1,0.05263157894736842
4I11,DGE10,單一,MB,1,1.0
4I12,DGE10,單一,HDD,1,0.5
4I12,DGE10,單一,MB,1,0.5
4I13,DGE10,單一,MB,1,1.0
4I14,DGE10,單一,HDD,3,1.0
4I14,DGE10,組合,HDD__MB,1,1.0
4I16,DGE10,單一,MB,7,1.0
4I17,DGE10,單一,MB,4,1.0
4I18,DGE10,單一,HDD,8,0.6153846153846154
4I18,DGE10,單一,MB,5,0.38461538461538464
4I19,DGE10,單一,FFC,2,0.4
4I19,DGE10,單一,LOWER,1,0.2
4I19,DGE10,單一,MB,1,0.2
4I19,DGE10,單一,AUDIO/B,1,0.2
4I23,DGE10,單一,MB,5,1.0
4I26,DGE10,單一,ANTENNA,2,1.0
4I27,DGE10,單一,ANTENNA,10,0.5882352941176471
4I27,DGE10,單一,MB,7,0.4117647058823529
4I27,DGE10,組合,ANTENNA__MB,1,1.0
4I29,DGE10,單一,MB,2,1.0
4I30,DGE10,單一,EDP CABLE,14,1.0
4I31,DGE10,單一,HDD,2,1.0
4I32,DGE10,單一,MB,3,1.0
4I35,DGE10,單一,MB,5,0.8333333333333334
4I35,DGE10,單一,EDP CABLE,1,0.16666666666666666
4I36,DGE10,單一,MB,2,1.0
4I37,DGE10,單一,MB,3,1.0
4I38,DGE10,單一,MB,3,1.0
4I39,DGE10,單一,FFC,2,1.0
4I40,DGE10,單一,MB,6,0.8571428571428571
4I40,DGE10,單一,HDD,1,0.14285714285714285
4I41,DGE10,單一,MB,8,0.6153846153846154
4I41,DGE10,單一,HDD,5,0.38461538461538464
4I41,DGE10,組合,HDD__MB,5,1.0
4I42,DGE10,單一,MB,1,1.0
4I43,DGE10,單一,MB,4,1.0
4I44,DGE10,單一,MB,4,1.0
4I46,DGE10,單一,MB,13,1.0
4I47,DGE10,單一,MB,1,0.25
4I47,DGE10,單一,CABLE,1,0.25
4I47,DGE10,單一,BATTERY CABLE,1,0.25
4I47,DGE10,單一,BATT,1,0.25
4I48,DGE10,單一,MB,8,1.0
4I48,DGE10,組合,BATT__MB,1,1.0
4I49,DGE10,單一,MB,32,0.5714285714285714
4I49,DGE10,單一,HDD,24,0.42857142857142855
4I49,DGE10,組合,HDD__MB,10,1.0
4J02,DGE10,單一,EDP CABLE,8,0.4444444444444444
4J02,DGE10,單一,MB,8,0.4444444444444444
4J02,DGE10,單一,CAMERA,2,0.1111111111111111
4J02,DGE10,組合,CAMERA__EDP CABLE,3,0.42857142857142855
4J02,DGE10,組合,CAMERA__EDP CABLE__MB,2,0.2857142857142857
4J02,DGE10,組合,EDP CABLE__MB,2,0.2857142857142857
4J03,DGE10,單一,MB,5,1.0
4J04,DGE10,單一,MB,7,1.0
4J24,DGE10,單一,MB,1,1.0
4J29,DGE10,單一,MB,6,0.8571428571428571
4J29,DGE10,單一,AUDIO/B,1,0.14285714285714285
4J29,DGE10,組合,EDP CABLE__MB__TOUCH PAD,1,0.5
4J29,DGE10,組合,DC IN CABLE__LOWER,1,0.5
4J30,DGE10,單一,MB,3,1.0
4J30,DGE10,組合,HDD__MB,1,1.0
4Q43,DGE10,單一,ANTENNA,1,1.0
6A03,DGE10,單一,LCD BEZEL,1,1.0
6A04,DGE10,單一,LCD PANEL,76,0.987012987012987
6A04,DGE10,單一,LCD BEZEL,1,0.012987012987012988
6A04,DGE10,組合,LCD PANEL__LOWER,2,1.0
6A09,DGE10,單一,LCD PANEL,5,1.0
6A11,DGE10,單一,LCD PANEL,1,1.0
6A17,DGE10,單一,LCD PANEL,2,1.0
6A20,DGE10,單一,LCD PANEL,2,0.6666666666666666
6A20,DGE10,單一,LCD BEZEL,1,0.3333333333333333
6A91,DGE10,單一,LCD PANEL,2,1.0
6A92,DGE10,單一,LCD PANEL,1,1.0
6A93,DGE10,組合,LCD BEZEL__LOWER,1,1.0
6A94,DGE10,單一,LCD PANEL,1,1.0
6A95,DGE10,單一,LCD PANEL,3,1.0
6A96,DGE10,單一,LCD PANEL,3,1.0
6A97,DGE10,單一,LCD PANEL,2,1.0
6A98,DGE10,單一,LCD PANEL,2,1.0
6A98,DGE10,組合,LCD PANEL__MB,1,1.0
6A99,DGE10,單一,LCD PANEL,2,1.0
6B01,DGE10,單一,LCD PANEL,1,1.0
6B03,DGE10,單一,LCD BEZEL,2,1.0
6B04,DGE10,單一,LCD PANEL,1,0.5
6B04,DGE10,單一,LCD BEZEL,1,0.5
6B12,DGE10,單一,LCD BEZEL,1,1.0
6B13,DGE10,單一,LCD BEZEL,1,1.0
6B14,DGE10,單一,LCD COVER,14,0.8235294117647058
6B14,DGE10,單一,LOWER,2,0.11764705882352941
6B14,DGE10,單一,MB,1,0.058823529411764705
6B14,DGE10,組合,LCD COVER__LOWER,1,0.3333333333333333
6B14,DGE10,組合,LCD BEZEL__LCD COVER__LOWER,1,0.3333333333333333
6B14,DGE10,組合,LCD BEZEL__LCD COVER,1,0.3333333333333333
6B16,DGE10,單一,LCD BEZEL,1,0.5
6B16,DGE10,單一,LCD COVER,1,0.5
6B17,DGE10,單一,LCD PANEL,1,1.0
6B20,DGE10,單一,LCD BEZEL,10,1.0
6B20,DGE10,組合,LCD BEZEL__LCD PANEL,1,1.0
6B23,DGE10,單一,LCD COVER,47,0.8867924528301887
6B23,DGE10,單一,LCD BEZEL,2,0.03773584905660377
6B23,DGE10,單一,LCD PANEL,2,0.03773584905660377
6B23,DGE10,單一,UPPER,2,0.03773584905660377
6B23,DGE10,組合,LCD BEZEL__LCD COVER,2,0.2857142857142857
6B23,DGE10,組合,BATT__LCD COVER__LCD PANEL,1,0.14285714285714285
6B23,DGE10,組合,CAMERA__LCD COVER__LCD PANEL,1,0.14285714285714285
6B23,DGE10,組合,LCD COVER__LCD PANEL,1,0.14285714285714285
6B23,DGE10,組合,BATT__LCD COVER__MB,1,0.14285714285714285
6B23,DGE10,組合,LCD COVER__MB,1,0.14285714285714285
6B24,DGE10,單一,LCD BEZEL,2,1.0
6B25,DGE10,單一,LCD BEZEL,2,1.0
6B25,DGE10,組合,LCD BEZEL__UPPER,1,1.0
6B28,DGE10,單一,LCD COVER,1,1.0
6B34,DGE10,單一,LCD BEZEL,1,1.0
6B35,DGE10,單一,LCD COVER,2,1.0
6B39,DGE10,單一,LCD COVER,4,1.0
6B91,DGE10,單一,LCD BEZEL,3,1.0
6B92,DGE10,單一,LOWER,1,0.5
6B92,DGE10,單一,LCD BEZEL,1,0.5
6B93,DGE10,單一,LCD BEZEL,14,1.0
6B93,DGE10,組合,LCD BEZEL__LCD PANEL,1,1.0
6B94,DGE10,單一,LCD PANEL,1,0.5
6B94,DGE10,單一,LCD BEZEL,1,0.5
6B94,DGE10,組合,LCD BEZEL__LOWER,1,1.0
6B96,DGE10,單一,LCD BEZEL,3,0.6
6B96,DGE10,單一,LCD PANEL,2,0.4
6B97,DGE10,單一,LCD BEZEL,3,1.0
6B98,DGE10,單一,LCD BEZEL,3,1.0
6B99,DGE10,單一,LCD BEZEL,3,1.0
6C01,DGE10,單一,LCD COVER,5,0.8333333333333334
6C01,DGE10,單一,LCD PANEL,1,0.16666666666666666
6C03,DGE10,單一,LCD COVER,4,0.8
6C03,DGE10,單一,LCD BEZEL,1,0.2
6C04,DGE10,單一,LCD COVER,6,0.75
6C04,DGE10,單一,EDP CABLE,1,0.125
6C04,DGE10,單一,LCD BEZEL,1,0.125
6C06,DGE10,單一,UPPER,1,1.0
6C11,DGE10,單一,LCD COVER,2,1.0
6C17,DGE10,單一,LCD COVER,7,1.0
6C20,DGE10,單一,LCD COVER,1,1.0
6C91,DGE10,單一,LCD COVER,27,0.9310344827586207
6C91,DGE10,單一,LOWER,2,0.06896551724137931
6C91,DGE10,組合,HDD__LCD COVER,1,0.5
6C91,DGE10,組合,LCD COVER__MB,1,0.5
6C92,DGE10,單一,LCD COVER,18,0.9
6C92,DGE10,單一,LOWER,1,0.05
6C92,DGE10,單一,UPPER,1,0.05
6C92,DGE10,組合,ANTENNA__LCD COVER,1,0.3333333333333333
6C92,DGE10,組合,LCD COVER__LOWER,1,0.3333333333333333
6C92,DGE10,組合,LCD COVER__UPPER,1,0.3333333333333333
6C93,DGE10,單一,LCD COVER,25,0.8928571428571429
6C93,DGE10,單一,LOWER,3,0.10714285714285714
6C93,DGE10,組合,LCD BEZEL__LCD COVER,1,1.0
6C94,DGE10,單一,LCD COVER,22,0.7586206896551724
6C94,DGE10,單一,LOWER,6,0.20689655172413793
6C94,DGE10,單一,UPPER,1,0.034482758620689655
6C94,DGE10,組合,LCD BEZEL__LCD COVER,1,0.5
6C94,DGE10,組合,LCD COVER__UPPER,1,0.5
6C95,DGE10,單一,LCD COVER,13,0.8666666666666667
6C95,DGE10,單一,LOWER,1,0.06666666666666667
6C95,DGE10,單一,LCD PANEL,1,0.06666666666666667
6C95,DGE10,組合,HDD__LCD COVER,1,0.5
6C95,DGE10,組合,LCD COVER__LOWER,1,0.5
6C96,DGE10,單一,LCD COVER,15,0.8823529411764706
6C96,DGE10,單一,LCD BEZEL,1,0.058823529411764705
6C96,DGE10,單一,UPPER,1,0.058823529411764705
6C96,DGE10,組合,KB__LCD COVER,1,0.5
6C96,DGE10,組合,LCD COVER__LOWER,1,0.5
6C97,DGE10,單一,LCD COVER,22,0.88
6C97,DGE10,單一,LOWER,2,0.08
6C97,DGE10,單一,MB,1,0.04
6C97,DGE10,組合,LCD COVER__LOWER,2,1.0
6C98,DGE10,單一,LCD COVER,11,0.9166666666666666
6C98,DGE10,單一,LOWER,1,0.08333333333333333
6C99,DGE10,單一,LCD COVER,30,0.8333333333333334
6C99,DGE10,單一,LOWER,6,0.16666666666666666
6C99,DGE10,組合,LCD COVER__LOWER,4,0.5714285714285714
6C99,DGE10,組合,LCD BEZEL__LCD COVER,1,0.14285714285714285
6C99,DGE10,組合,LCD COVER__LCD PANEL,1,0.14285714285714285
6C99,DGE10,組合,LCD PANEL__MB,1,0.14285714285714285
6K04,DGE10,單一,KB,1,1.0
6K05,DGE10,單一,KB,5,1.0
6K05,DGE10,組合,KB__LOWER,1,1.0
6K06,DGE10,單一,KB,6,0.75
6K06,DGE10,單一,UPPER,1,0.125
6K06,DGE10,單一,LCD BEZEL,1,0.125
6K08,DGE10,單一,KB,1,1.0
6K10,DGE10,單一,KB,2,0.6666666666666666
6K10,DGE10,單一,UPPER,1,0.3333333333333333
6K13,DGE10,單一,LCD COVER,1,1.0
6K14,DGE10,單一,KB,1,1.0
6L07,DGE10,單一,LOWER,1,1.0
6L07,DGE10,組合,LCD BEZEL__LOWER,1,1.0
6L18,DGE10,單一,LOWER,4,1.0
6L18,DGE10,組合,HDD__LOWER,1,1.0
6L91,DGE10,單一,LOWER,10,1.0
6L91,DGE10,組合,LOWER__UPPER,1,1.0
6L92,DGE10,單一,LOWER,8,0.8888888888888888
6L92,DGE10,單一,LOGIC LOWER,1,0.1111111111111111
6L92,DGE10,組合,LCD COVER__LOWER,1,1.0
6L93,DGE10,單一,LOWER,7,1.0
6L94,DGE10,單一,LOWER,4,1.0
6L95,DGE10,單一,LOWER,6,0.8571428571428571
6L95,DGE10,單一,UPPER,1,0.14285714285714285
6L96,DGE10,單一,LOWER,5,1.0
6L97,DGE10,單一,LOWER,3,1.0
6L98,DGE10,單一,LOWER,2,1.0
6L99,DGE10,單一,LOWER,7,0.875
6L99,DGE10,單一,UPPER,1,0.125
6M01,DGE10,單一,MB,19,0.95
6M01,DGE10,單一,LOWER,1,0.05
6M01,DGE10,組合,BATT__MB,1,1.0
6M02,DGE10,單一,MB,3,0.75
6M02,DGE10,單一,HDD,1,0.25
6Q03,DGE10,單一,LOWER,2,1.0
6Q05,DGE10,組合,LOWER__MB,1,1.0
6Q12,DGE10,單一,LCD COVER,16,0.9411764705882353
6Q12,DGE10,單一,LOWER,1,0.058823529411764705
6Q12,DGE10,組合,LCD BEZEL__LOWER,1,0.5
6Q12,DGE10,組合,KB__LCD COVER,1,0.5
6Q13,DGE10,單一,LCD COVER,27,0.84375
6Q13,DGE10,單一,LCD BEZEL,1,0.03125
6Q13,DGE10,單一,UPPER,1,0.03125
6Q13,DGE10,單一,LOWER,1,0.03125
6Q13,DGE10,單一,LCD PANEL,1,0.03125
6Q13,DGE10,單一,HDD,1,0.03125
6Q13,DGE10,組合,LCD BEZEL__LCD COVER,1,0.5
6Q13,DGE10,組合,HDD__LCD COVER__MB,1,0.5
6Q16,DGE10,單一,LOWER,45,0.9375
6Q16,DGE10,單一,LOGIC LOWER,3,0.0625
6Q16,DGE10,組合,LCD COVER__LOWER,1,1.0
6Q17,DGE10,單一,UPPER,1,0.5
6Q17,DGE10,單一,LOWER,1,0.5
6Q18,DGE10,單一,LOGIC LOWER,2,1.0
6Q25,DGE10,單一,LCD COVER,5,0.625
6Q25,DGE10,單一,UPPER,1,0.125
6Q25,DGE10,單一,ANTENNA,1,0.125
6Q25,DGE10,單一,LOWER,1,0.125
6Q25,DGE10,組合,MB__UPPER,1,1.0
6Q27,DGE10,單一,MB,9,0.47368421052631576
6Q27,DGE10,單一,ANTENNA,8,0.42105263157894735
6Q27,DGE10,單一,LCD PANEL,1,0.05263157894736842
6Q27,DGE10,單一,UPPER,1,0.05263157894736842
6Q27,DGE10,組合,ANTENNA__MB,2,0.6666666666666666
6Q27,DGE10,組合,HDD__MB,1,0.3333333333333333
6Q29,DGE10,單一,MB,18,0.5294117647058824
6Q29,DGE10,單一,HDD,12,0.35294117647058826
6Q29,DGE10,單一,LOWER,2,0.058823529411764705
6Q29,DGE10,單一,EDP CABLE,1,0.029411764705882353
6Q29,DGE10,單一,KB,1,0.029411764705882353
6Q29,DGE10,組合,ANTENNA__MB,1,1.0
6Q34,DGE10,單一,MB,1,1.0
6Q38,DGE10,單一,LCD COVER,1,1.0
6Q40,DGE10,單一,LCD COVER,3,0.5
6Q40,DGE10,單一,UPPER,2,0.3333333333333333
6Q40,DGE10,單一,MB,1,0.16666666666666666
6Q42,DGE10,單一,UPPER,2,1.0
6Q43,DGE10,單一,ANTENNA,10,0.5555555555555556
6Q43,DGE10,單一,MB,5,0.2777777777777778
6Q43,DGE10,單一,EDP CABLE,1,0.05555555555555555
6Q43,DGE10,單一,KB,1,0.05555555555555555
6Q43,DGE10,單一,LOWER,1,0.05555555555555555
6Q43,DGE10,組合,ANTENNA__HDD,2,0.3333333333333333
6Q43,DGE10,組合,ANTENNA__LCD BEZEL__LOWER,1,0.16666666666666666
6Q43,DGE10,組合,ANTENNA__MB,1,0.16666666666666666
6Q43,DGE10,組合,ANTENNA__HDD__MB,1,0.16666666666666666
6Q43,DGE10,組合,EDP CABLE__MB,1,0.16666666666666666
6Q44,DGE10,單一,HDD,17,0.7391304347826086
6Q44,DGE10,單一,MB,5,0.21739130434782608
6Q44,DGE10,單一,BATT,1,0.043478260869565216
6Q44,DGE10,組合,HDD__MB,1,1.0
6U01,DGE10,單一,UPPER,3,0.75
6U01,DGE10,單一,MB,1,0.25
6U04,DGE10,單一,TOUCH PAD,4,0.6666666666666666
6U04,DGE10,單一,UPPER,2,0.3333333333333333
6U04,DGE10,組合,LOWER__UPPER,1,0.5
6U04,DGE10,組合,LOWER__TOUCH PAD,1,0.5
6U05,DGE10,單一,UPPER,10,0.5882352941176471
6U05,DGE10,單一,MB,7,0.4117647058823529
6U05,DGE10,組合,MB__UPPER,1,0.5
6U05,DGE10,組合,LCD PANEL__MB,1,0.5
6U07,DGE10,單一,MB,3,1.0
6U09,DGE10,單一,UPPER,1,1.0
6U10,DGE10,單一,UPPER,2,1.0
6U10,DGE10,組合,BATT__KB__LCD BEZEL__LCD PANEL__LOWER__MB,1,1.0
6U11,DGE10,單一,UPPER,1,1.0
6U14,DGE10,單一,UPPER,2,1.0
6U16,DGE10,單一,UPPER,1,1.0
6U17,DGE10,單一,UPPER,4,0.6666666666666666
6U17,DGE10,單一,LOGIC LOWER,1,0.16666666666666666
6U17,DGE10,單一,LOWER,1,0.16666666666666666
6U19,DGE10,單一,UPPER,4,0.8
6U19,DGE10,單一,LCD PANEL,1,0.2
6U30,DGE10,單一,UPPER,3,0.6
6U30,DGE10,單一,MB,2,0.4
6U35,DGE10,單一,UPPER,4,1.0
6U37,DGE10,單一,UPPER,1,1.0
6U50,DGE10,單一,MB,27,0.84375
6U50,DGE10,單一,HDD,3,0.09375
6U50,DGE10,單一,LOWER,1,0.03125
6U50,DGE10,單一,ANTENNA,1,0.03125
6U50,DGE10,組合,LOWER__MB,2,0.6666666666666666
6U50,DGE10,組合,HDD__MB,1,0.3333333333333333
6U52,DGE10,單一,LCD COVER,6,0.46153846153846156
6U52,DGE10,單一,UPPER,6,0.46153846153846156
6U52,DGE10,單一,MB,1,0.07692307692307693
6U52,DGE10,組合,LCD COVER__TOUCH PAD,1,0.5
6U52,DGE10,組合,LCD COVER__LCD PANEL,1,0.5
6U53,DGE10,單一,UPPER,3,0.75
6U53,DGE10,單一,LCD BEZEL,1,0.25
6U55,DGE10,單一,UPPER,9,1.0
6U91,DGE10,單一,UPPER,44,0.8979591836734694
6U91,DGE10,單一,LOWER,3,0.061224489795918366
6U91,DGE10,單一,MB,1,0.02040816326530612
6U91,DGE10,單一,LCD COVER,1,0.02040816326530612
6U91,DGE10,組合,MB__UPPER,3,0.42857142857142855
6U91,DGE10,組合,LOWER__UPPER,2,0.2857142857142857
6U91,DGE10,組合,LCD PANEL__MB__UPPER,1,0.14285714285714285
6U91,DGE10,組合,LCD PANEL__UPPER,1,0.14285714285714285
6U92,DGE10,單一,UPPER,13,0.9285714285714286
6U92,DGE10,單一,MB,1,0.07142857142857142
6U92,DGE10,組合,MB__UPPER,1,0.5
6U92,DGE10,組合,KB__UPPER,1,0.5
6U93,DGE10,單一,UPPER,26,0.896551724137931
6U93,DGE10,單一,LOWER,1,0.034482758620689655
6U93,DGE10,單一,MB,1,0.034482758620689655
6U93,DGE10,單一,KB,1,0.034482758620689655
6U93,DGE10,組合,MB__UPPER,2,0.5
6U93,DGE10,組合,LOWER__UPPER,2,0.5
6U94,DGE10,單一,UPPER,10,1.0
6U94,DGE10,組合,LOWER__TOUCH PAD,1,0.5
6U94,DGE10,組合,LCD COVER__LOWER__UPPER,1,0.5
6U95,DGE10,單一,UPPER,5,1.0
6U96,DGE10,單一,UPPER,19,0.9047619047619048
6U96,DGE10,單一,HDD,1,0.047619047619047616
6U96,DGE10,單一,MB,1,0.047619047619047616
6U96,DGE10,組合,LCD BEZEL__UPPER,1,0.5
6U96,DGE10,組合,KB__UPPER,1,0.5
6U97,DGE10,單一,UPPER,45,0.9183673469387755
6U97,DGE10,單一,LOWER,4,0.08163265306122448
6U97,DGE10,組合,MB__UPPER,1,0.25
6U97,DGE10,組合,LCD PANEL__UPPER,1,0.25
6U97,DGE10,組合,LCD COVER__UPPER,1,0.25
6U97,DGE10,組合,LCD BEZEL__LCD COVER,1,0.25
6U98,DGE10,單一,UPPER,14,0.875
6U98,DGE10,單一,LOWER,2,0.125
6U98,DGE10,組合,LOWER__UPPER,1,1.0
6U99,DGE10,單一,UPPER,21,0.9545454545454546
6U99,DGE10,單一,LOWER,1,0.045454545454545456
6U99,DGE10,組合,LOWER__UPPER,2,0.5
6U99,DGE10,組合,MB__UPPER,1,0.25
6U99,DGE10,組合,KB__UPPER,1,0.25
6W01,DGE10,單一,ANTENNA,3,0.75
6W01,DGE10,單一,MB,1,0.25
S013,DGE10,單一,MB,2,1.0
1C43,EDA50,單一,KB,1,1.0
4A01,EDA50,單一,MB,1,1.0
4A03,EDA50,單一,MB,37,0.8604651162790697
4A03,EDA50,單一,VGA/B,4,0.09302325581395349
4A03,EDA50,單一,BATT,1,0.023255813953488372
4A03,EDA50,單一,RAM,1,0.023255813953488372
4A03,EDA50,組合,MB__VGA/B,4,0.4444444444444444
4A03,EDA50,組合,EDP CABLE__RAM,1,0.1111111111111111
4A03,EDA50,組合,LCD PANEL__MB__PWR/B__VGA/B,1,0.1111111111111111
4A03,EDA50,組合,FFC__MB,1,0.1111111111111111
4A03,EDA50,組合,MB__PWR/B__VGA/B,1,0.1111111111111111
4A03,EDA50,組合,CABLE__VGA/B,1,0.1111111111111111
4A04,EDA50,單一,MB,5,0.5555555555555556
4A04,EDA50,單一,BATT,2,0.2222222222222222
4A04,EDA50,單一,USH/B,1,0.1111111111111111
4A04,EDA50,單一,VGA/B,1,0.1111111111111111
4A04,EDA50,組合,LCD PANEL__PWR/B__TOUCH PAD,1,0.3333333333333333
4A04,EDA50,組合,BATT__CABLE,1,0.3333333333333333
4A04,EDA50,組合,BATT__MB,1,0.3333333333333333
4A05,EDA50,單一,MB,46,0.8214285714285714
4A05,EDA50,單一,RAM,4,0.07142857142857142
4A05,EDA50,單一,VGA/B,3,0.05357142857142857
4A05,EDA50,單一,USH/B,1,0.017857142857142856
4A05,EDA50,單一,BRK,1,0.017857142857142856
4A05,EDA50,單一,BATT,1,0.017857142857142856
4A05,EDA50,組合,MB__VGA/B,6,0.46153846153846156
4A05,EDA50,組合,FFC__MB,1,0.07692307692307693
4A05,EDA50,組合,MB__THERMAL__VGA/B,1,0.07692307692307693
4A05,EDA50,組合,MB__THERMAL,1,0.07692307692307693
4A05,EDA50,組合,MB__SMALL/B,1,0.07692307692307693
4A05,EDA50,組合,MB__RAM,1,0.07692307692307693
4A05,EDA50,組合,MB__PWR/B,1,0.07692307692307693
4A05,EDA50,組合,HDD__MB,1,0.07692307692307693
4A06,EDA50,單一,MB,30,0.9375
4A06,EDA50,單一,RAM,2,0.0625
4A06,EDA50,組合,MB__VGA/B,1,0.5
4A06,EDA50,組合,BIG DOOR__MB,1,0.5
4A07,EDA50,單一,MB,33,0.5892857142857143
4A07,EDA50,單一,RAM,7,0.125
4A07,EDA50,單一,EDP CABLE,7,0.125
4A07,EDA50,單一,LCD PANEL,4,0.07142857142857142
4A07,EDA50,單一,KB,2,0.03571428571428571
4A07,EDA50,單一,VGA/B,2,0.03571428571428571
4A07,EDA50,單一,CAMERA,1,0.017857142857142856
4A07,EDA50,組合,MB__VGA/B,3,0.15789473684210525
4A07,EDA50,組合,LCD PANEL__MB,3,0.15789473684210525
4A07,EDA50,組合,EDP CABLE__LCD PANEL,2,0.10526315789473684
4A07,EDA50,組合,EDP CABBLE(TS)__LCD BEZEL__LCD PANEL__MB,2,0.10526315789473684
4A07,EDA50,組合,EDP CABBLE(TS)__MB,1,0.05263157894736842
4A07,EDA50,組合,EDP CABLE__MB,1,0.05263157894736842
4A07,EDA50,組合,EDP CABLE__HDD__MB,1,0.05263157894736842
4A07,EDA50,組合,EDP CABLE__LCD PANEL__MB,1,0.05263157894736842
4A07,EDA50,組合,LCD PANEL__MB__RAM,1,0.05263157894736842
4A07,EDA50,組合,ANTENNA__EDP CABLE__MB__VGA/B,1,0.05263157894736842
4A07,EDA50,組合,MB__RAM__THERMAL__VGA/B,1,0.05263157894736842
4A07,EDA50,組合,LCD PANEL__WLAN,1,0.05263157894736842
4A07,EDA50,組合,BRK__LCD BEZEL__USH/B,1,0.05263157894736842
4A08,EDA50,單一,MB,10,0.9090909090909091
4A08,EDA50,單一,VGA/B,1,0.09090909090909091
4A08,EDA50,組合,MB__THERMAL,1,1.0
4A09,EDA50,單一,MB,10,0.5555555555555556
4A09,EDA50,單一,HDD,5,0.2777777777777778
4A09,EDA50,單一,VGA/B,2,0.1111111111111111
4A09,EDA50,單一,ANTENNA,1,0.05555555555555555
4A09,EDA50,組合,HDD__MB,4,0.8
4A09,EDA50,組合,MB__VGA/B,1,0.2
4A10,EDA50,單一,MB,3,1.0
4A10,EDA50,組合,MB__RAM,1,0.5
4A10,EDA50,組合,HDD__MB,1,0.5
4A11,EDA50,單一,MB,2,1.0
4B01,EDA50,單一,KB,11,0.8461538461538461
4B01,EDA50,單一,MB,1,0.07692307692307693
4B01,EDA50,單一,UPPER,1,0.07692307692307693
4B02,EDA50,單一,MB,1,1.0
4B03,EDA50,單一,KB,1,1.0
4B05,EDA50,單一,FPC,3,0.3333333333333333
4B05,EDA50,單一,USH/B,2,0.2222222222222222
4B05,EDA50,單一,FPRINT,2,0.2222222222222222
4B05,EDA50,單一,FFC,1,0.1111111111111111
4B05,EDA50,單一,MB,1,0.1111111111111111
4B05,EDA50,組合,MB__USH/B,1,1.0
4B06,EDA50,單一,MB,7,0.7777777777777778
4B06,EDA50,單一,UPPER,1,0.1111111111111111
4B06,EDA50,單一,TP BUTTON,1,0.1111111111111111
4B06,EDA50,組合,MB__USH/B,1,1.0
4B07,EDA50,單一,MB,4,0.8
4B07,EDA50,單一,TP BUTTON,1,0.2
4B07,EDA50,組合,TOUCH PAD__UPPER,1,1.0
4B08,EDA50,單一,UPPER,1,1.0
4B09,EDA50,單一,KB,3,1.0
4B09,EDA50,組合,KB__MB,1,0.3333333333333333
4B09,EDA50,組合,MB__TP BUTTON,1,0.3333333333333333
4B09,EDA50,組合,MB__USH/B,1,0.3333333333333333
4B10,EDA50,單一,LCD PANEL,1,1.0
4B11,EDA50,單一,LCD PANEL,14,0.6086956521739131
4B11,EDA50,單一,MB,6,0.2608695652173913
4B11,EDA50,單一,LCD BEZEL,3,0.13043478260869565
4B11,EDA50,組合,LCD BEZEL__LCD PANEL,7,0.4117647058823529
4B11,EDA50,組合,LCD PANEL__MB,5,0.29411764705882354
4B11,EDA50,組合,LCD BEZEL__MB,1,0.058823529411764705
4B11,EDA50,組合,EDP CABBLE(TS)__LCD PANEL__MB,1,0.058823529411764705
4B11,EDA50,組合,EDP CABBLE(TS)__LCD BEZEL__LCD PANEL,1,0.058823529411764705
4B11,EDA50,組合,LCD BEZEL__VGA/B,1,0.058823529411764705
4B11,EDA50,組合,LCD BEZEL__LCD PANEL__MB,1,0.058823529411764705
4B14,EDA50,單一,THERMAL,14,0.8235294117647058
4B14,EDA50,單一,MB,3,0.17647058823529413
4B14,EDA50,組合,MB__THERMAL,3,1.0
4B15,EDA50,單一,THERMAL,2,1.0
4B16,EDA50,單一,MB,3,0.6
4B16,EDA50,單一,LCD COVER,1,0.2
4B16,EDA50,單一,FFC,1,0.2
4B16,EDA50,組合,FFC__MB,1,1.0
4B17,EDA50,單一,MB,4,0.5714285714285714
4B17,EDA50,單一,KB,3,0.42857142857142855
4B17,EDA50,組合,EDP CABLE__MB,1,0.5
4B17,EDA50,組合,EDP CABBLE(TS)__LCD PANEL,1,0.5
4B19,EDA50,單一,EDP CABLE,1,1.0
4B28,EDA50,單一,MB,3,0.75
4B28,EDA50,單一,RAM,1,0.25
4B28,EDA50,組合,MB__VGA/B,1,1.0
4C01,EDA50,單一,LCD PANEL,8,0.8
4C01,EDA50,單一,MB,1,0.1
4C01,EDA50,單一,LCD BEZEL,1,0.1
4C01,EDA50,組合,BRK__LCD PANEL,1,1.0
4C02,EDA50,單一,LCD PANEL,1,1.0
4C03,EDA50,單一,LCD PANEL,16,0.8
4C03,EDA50,單一,LCD BEZEL,2,0.1
4C03,EDA50,單一,MB,1,0.05
4C03,EDA50,單一,BRK,1,0.05
